PID,start,end,PF
Q16ZK2_AEDAE,273,408,PF02752
Q16ZK3_AEDAE,167,301,PF02752
Q9XTU0_CAEEL,176,327,PF02752
Q9GYT5_CAEEL,181,328,PF02752
O17981_CAEEL,182,333,PF02752
A8WP43_CAEBR,183,324,PF02752
A8WP41_CAEBR,178,317,PF02752
A8X4Z9_CAEBR,175,315,PF02752
Q23674_CAEEL,182,339,PF02752
A8X383_CAEBR,164,301,PF02752
A0BMC5_PARTE,210,346,PF02752
A0D2Y0_PARTE,206,342,PF02752
A0BCE6_PARTE,199,335,PF02752
A0CE97_PARTE,209,345,PF02752
Q7PUI7_ANOGA,236,407,PF02752
Q9W2V2_DROME,420,633,PF02752
ARRB2_MOUSE,195,350,PF02752
Q6DH07_DANRE,192,355,PF02752
Q9W7R1_ORYLA,193,351,PF02752
ARRS_MOUSE,200,361,PF02752
G4VCF9_SCHMA,96,254,PF02752
Q16ID9_AEDAE,216,390,PF02752
Q9V393_DROME,233,393,PF02752
Q95NF3_ANOGA,193,351,PF02752
Q23YG0_TETTS,188,318,PF02752
Q23FQ6_TETTS,188,318,PF02752
Q23QU8_TETTS,188,318,PF02752
Q240M9_TETTS,188,318,PF02752
A0CL31_PARTE,172,315,PF02752
A0D012_PARTE,172,315,PF02752
A0BIT0_PARTE,173,314,PF02752
A0DYQ7_PARTE,173,314,PF02752
A0CWE9_PARTE,173,316,PF02752
A0E996_PARTE,174,317,PF02752
ADCC_DICDI,344,478,PF02752
ADCB_DICDI,337,465,PF02752
A0A0D1E8U6_USTMA,601,804,PF02752
A2QR01_ASPNC,439,613,PF02752
A6R1F7_AJECN,559,759,PF02752
Q6CG62_YARLI,321,486,PF02752
A7TQI8_VANPO,357,526,PF02752
ALY2_SCHPO,345,506,PF02752
ART1_SCHPO,287,428,PF02752
Q7SC90_NEUCR,193,351,PF02752
Q6CGL3_YARLI,174,329,PF02752
Q9I7K7_DROME,179,320,PF02752
O17983_CAEEL,173,318,PF02752
A8XYD8_CAEBR,172,316,PF02752
B4EDN8_BURCJ,22,144,PF13279
Q1LGS6_CUPMC,20,141,PF13279
A5FGK9_FLAJ1,10,133,PF13279
C6XRF5_HIRBI,11,133,PF13279
S6BD72_PSERE,9,128,PF13279
D0NG15_PHYIT,81,218,PF13279
C3YRT9_BRAFL,36,167,PF13279
A9VA23_MONBE,79,208,PF13279
THEM6_HUMAN,54,185,PF13279
B4M842_DROVI,56,250,PF13279
D2A373_TRICA,18,159,PF13279
Q16SV1_AEDAE,48,179,PF13279
B0WZW2_CULQU,51,182,PF13279
B4KEK5_DROMO,48,179,PF13279
G8PUU6_PSEUV,11,125,PF13279
Q11MF0_CHESB,32,164,PF13279
Q98BD1_RHILO,32,164,PF13279
Q481I6_COLP3,32,164,PF13279
A8LNH5_DINSH,32,164,PF13279
D0NPQ5_PHYIT,40,177,PF13279
D0NPP5_PHYIT,39,176,PF13279
D0NPQ6_PHYIT,39,178,PF13279
B6ITN7_RHOCS,32,166,PF13279
Q8E8G6_SHEON,34,164,PF13279
Q0C5Q1_HYPNA,33,166,PF13279
Q5YW00_NOCFA,22,143,PF13279
A1SPB2_NOCSJ,26,147,PF13279
Q0AS52_MARMM,173,297,PF13279
Q5LV66_RUEPO,25,147,PF13279
B2A0Y0_NATTJ,16,149,PF13279
Q8CUV9_OCEIH,11,131,PF13279
Q1QSP2_CHRSD,18,138,PF13279
Q5HKI6_STAEQ,15,129,PF13279
Q2FVR7_STAA8,16,132,PF13279
Q5HLP6_STAEQ,12,127,PF13279
A4FDK3_SACEN,30,150,PF13279
Q166L2_ROSDO,345,463,PF13279
C8X023_DESRD,9,130,PF13279
B1VLT6_STRGG,26,155,PF13279
C7MT22_SACVD,11,128,PF13279
Q3IC99_PSEHT,13,134,PF13279
Q1LC27_CUPMC,26,147,PF13279
A7HVW4_PARL1,18,139,PF13279
Q98KG3_RHILO,14,134,PF13279
D3EPK9_ATETH,7,130,PF13279
DNCH_PROMA,16,143,PF13279
B3S7W1_TRIAD,105,400,PF13279
Q89NC4_BRADU,66,379,PF13416
A4YSN2_BRASO,69,380,PF13416
Q6N470_RHOPA,69,378,PF13416
D3FC59_CONWI,60,318,PF13416
Q92WH0_RHIME,63,320,PF13416
B2JVX3_PARP8,47,318,PF13416
Q16DN7_ROSDO,46,335,PF13416
Q28SX8_JANSC,46,338,PF13416
Q0BR42_GRABC,53,380,PF13416
B8DZ78_DICTD,46,346,PF13416
A6M0R7_CLOB8,51,354,PF13416
B1YM82_EXIS2,64,361,PF13416
G8PVH5_PSEUV,77,390,PF13416
Q2JQ84_SYNJB,77,389,PF13416
B0CFN7_ACAM1,56,362,PF13416
Q8YP06_NOSS1,54,352,PF13416
A9WK46_CHLAA,52,339,PF13416
A9B057_HERA2,55,355,PF13416
B9JN71_AGRRK,64,356,PF13416
D4JYR9_9FIRM,67,383,PF13416
I3U2G9_ENTFC,58,371,PF13416
R6PS82_9CLOT,58,366,PF13416
A6LST1_CLOB8,59,376,PF13416
D9SM84_CLOC7,57,374,PF13416
D4JY98_9FIRM,58,394,PF13416
R5F292_9CLOT,60,381,PF13416
R6N635_9CLOT,55,377,PF13416
B2TLG7_CLOBB,58,388,PF13416
C6D379_PAESJ,60,389,PF13416
Q8Y8N7_LISMO,54,381,PF13416
C7MFU2_BRAFD,55,357,PF13416
C9YSY2_STRSW,61,362,PF13416
C7QAK1_CATAD,70,371,PF13416
B1YH52_EXIS2,57,364,PF13416
Q7CGV5_YERPE,55,357,PF13416
Q8DYN4_STRA5,55,355,PF13416
Q8DT28_STRMU,53,355,PF13416
Q99ZC0_STRP1,57,355,PF13416
E3D891_GARV3,57,350,PF13416
C4Z3B0_EUBE2,61,358,PF13416
R5T6Y7_9CLOT,57,350,PF13416
D4J064_BUTFI,78,379,PF13416
D3R016_MAGIU,59,359,PF13416
C4ZAS4_AGARV,64,368,PF13416
E3D881_GARV3,54,382,PF13416
A1A3R4_BIFAA,78,402,PF13416
D4M681_9FIRM,57,383,PF13416
D4J0H9_BUTFI,60,380,PF13416
R6LG70_9FIRM,59,380,PF13416
R5SZY1_9CLOT,78,401,PF13416
C4ZAI9_AGARV,74,413,PF13416
C8WA96_ATOPD,59,370,PF13416
B0UBF9_METS4,584,833,PF03797
W8X957_CASDE,617,869,PF03797
F8JF52_HYPSM,286,536,PF03797
F8JFB8_HYPSM,284,534,PF03797
D1KCX6_9GAMM,42,298,PF03797
Q4FPQ1_PELUB,402,649,PF03797
F2I3F2_PELSM,382,637,PF03797
A7MRE2_CROS8,709,956,PF03797
A0A0M2WGX6_9BURK,14,266,PF03797
B4DAG5_9BACT,523,770,PF03797
B4D971_9BACT,535,810,PF03797
B4D6K6_9BACT,652,927,PF03797
B4D8D6_9BACT,377,623,PF03797
B4D932_9BACT,462,708,PF03797
B4D0X9_9BACT,577,853,PF03797
F9ZY92_METMM,137,402,PF03797
Q2SEH7_HAHCH,362,616,PF03797
Q2SQR0_HAHCH,256,514,PF03797
G2E1W3_9GAMM,586,846,PF03797
G4T1Z1_META2,250,508,PF03797
G0A4Z6_METMM,388,646,PF03797
A0A090AEG9_9GAMM,661,927,PF03797
H8GNN2_METAL,146,405,PF03797
G4STQ9_META2,159,417,PF03797
A0A0F7KIR5_9PROT,175,438,PF03797
G0A725_METMM,142,395,PF03797
G4T067_META2,101,360,PF03797
D5BXP8_NITHN,194,452,PF03797
B4VZA9_9CYAN,322,572,PF03797
G6FMT2_9CYAN,334,584,PF03797
K9XFG2_9CHRO,327,577,PF03797
B4D8E6_9BACT,298,560,PF03797
A0A0F3ISL1_9PROT,354,606,PF03797
B4SEG1_PELPB,358,608,PF03797
A4YUG1_BRASO,354,604,PF03797
A0A0J6TF99_9RHIZ,351,602,PF03797
Q20XG2_RHOPB,395,643,PF03797
Q6N338_RHOPA,406,653,PF03797
K5YZT2_9PROT,343,591,PF03797
A5FX02_ACICJ,389,637,PF03797
B6IWX4_RHOCS,341,591,PF03797
A0A0N1BXJ5_9PROT,358,603,PF03797
A0A0N0K669_9PROT,583,833,PF03797
J8VUP4_9SPHN,653,899,PF03797
J3A6Y6_9SPHN,642,888,PF03797
F7QM39_9BRAD,97,341,PF03797
Q89MR3_BRADU,143,387,PF03797
H0TKI2_9BRAD,119,363,PF03797
A0A0N0XJH8_9NEIS,721,969,PF03797
A9I9T6_BORPD,700,946,PF03797
A0A0J6RW09_9RHIZ,54,308,PF03797
Q1QJ63_NITHX,540,794,PF03797
Q89CB5_BRADU,713,967,PF03797
Q214C9_RHOPB,399,658,PF03797
A0A0N1ELB8_9SPHN,309,567,PF03797
I3TV18_TISMK,504,752,PF03797
A0A077AW97_9PROT,275,532,PF03797
A0A077ATQ6_9PROT,477,734,PF03797
A0A077AZL8_9PROT,251,509,PF03797
F5SYZ6_9GAMM,281,532,PF03797
F5RFA7_METUF,415,666,PF03797
C6XCY5_METGS,284,536,PF03797
D7DKJ0_METV0,276,528,PF03797
J3C329_9BURK,436,687,PF03797
A0A0N0K7H3_9PROT,436,690,PF03797
I9WAX7_9SPHN,365,620,PF03797
J2TXX0_9BURK,460,716,PF03797
Q8XUM5_RALSO,736,992,PF03797
G2IYW1_PSEUL,656,912,PF03797
V5UIC2_9BURK,602,858,PF03797
A4WEB5_ENT38,695,952,PF03797
A4WGQ4_ENT38,662,919,PF03797
Q6ARP9_DESPS,741,992,PF03797
Q1K1B2_DESA6,721,974,PF03797
Q1JYT2_DESA6,723,976,PF03797
M1PCY1_DESSD,737,990,PF03797
I3TK74_TISMK,530,782,PF03797
E1QH66_DESB2,287,539,PF03797
G0AH62_COLFT,622,876,PF03797
Q1H468_METFK,549,796,PF03797
Q2LTD1_SYNAS,470,722,PF03797
I0IE51_PHYMF,671,927,PF03797
B4WNE9_SYNS7,728,967,PF03797
C0AT65_9GAMM,295,542,PF03797
K1KEW5_9BURK,516,757,PF03797
F7QNH3_9BRAD,686,929,PF03797
D5QF67_KOMHA,415,664,PF03797
J8VSW0_9SPHN,654,903,PF03797
V5SCC0_9RHIZ,653,899,PF03797
D0KWJ9_HALNC,704,952,PF03797
A0A0D6JE49_9RHIZ,573,822,PF03797
Q98KC9_RHILO,740,988,PF03797
V5SIW3_9RHIZ,673,921,PF03797
W0PIP8_9BURK,743,992,PF03797
A0A0B4XT16_9GAMM,735,980,PF03797
A1B6J8_PARDP,409,657,PF03797
J2AZ59_9RHIZ,364,613,PF03797
Q2Y8Z0_NITMU,381,630,PF03797
F8JE79_HYPSM,688,938,PF03797
I4Z1P0_9RHIZ,655,904,PF03797
I4YXF9_9RHIZ,235,484,PF03797
Q11GI1_CHESB,738,986,PF03797
Q6N7U2_RHOPA,677,926,PF03797
G8PGY0_PSEUV,575,822,PF03797
V5SGT0_9RHIZ,528,778,PF03797
A8HUH9_AZOC5,718,970,PF03797
D7A3K7_STAND,677,928,PF03797
A7IHM7_XANP2,709,960,PF03797
A8ICM1_AZOC5,728,976,PF03797
D7A2P2_STAND,697,945,PF03797
A4XXQ8_PSEMY,66,291,PF03797
S6AKX3_PSERE,68,285,PF03797
B9K508_AGRVS,727,970,PF03797
A0A089WNY9_9PSED,556,808,PF03797
A4XZW6_PSEMY,132,387,PF03797
A1K615_AZOSB,626,881,PF03797
F4GPR9_PUSST,516,780,PF03797
Q7VZV6_BORPE,64,318,PF03797
D4XH03_9BURK,739,993,PF03797
Q2KTY1_BORA1,625,875,PF03797
Q7VXS7_BORPE,740,991,PF03797
F4GQ17_PUSST,636,892,PF03797
U1ZN60_9BURK,128,384,PF03797
Q2KWJ6_BORA1,572,826,PF03797
Q9HY75_PSEAE,722,975,PF03797
Q4KBS4_PSEF5,720,972,PF03797
I2B7E5_SHIBC,738,987,PF03797
D3V1C5_XENBS,742,996,PF03797
B4ETB3_PROMH,707,957,PF03797
A0A0A1B8R4_9GAMM,740,990,PF03797
W0LAC6_9GAMM,720,970,PF03797
I4N7J2_9PSED,715,964,PF03797
A0A0M9GFQ5_9PSED,141,390,PF03797
A0A0F3KZS8_9GAMM,64,305,PF03797
Q0G2I8_9RHIZ,367,613,PF03797
A0A089WM84_9PSED,741,990,PF03797
Q888X2_PSESM,747,996,PF03797
A0A0G3QGT7_KLUIN,749,996,PF03797
X5MHX8_9RHIZ,569,819,PF03797
X5MNZ8_9RHIZ,563,820,PF03797
A0A0B4XXE3_9PROT,647,900,PF03797
A0A0F5LX91_9RHIZ,618,875,PF03797
A0A0F5L4M9_9RHIZ,680,935,PF03797
C5ZVQ0_9HELI,673,910,PF03797
C5ZYR6_9HELI,561,797,PF03797
A0A077DBG5_9BURK,3,243,PF03797
K9P927_CYAGP,539,807,PF03797
G2KPS6_MICAA,363,615,PF03797
A4YJF6_BRASO,389,639,PF03797
Q89WC0_BRADU,407,657,PF03797
A4G2Q9_HERAR,525,780,PF03797
A4W9S4_ENT38,551,811,PF03797
D5V0C1_ARCNC,525,774,PF03797
W0BAI0_9GAMM,720,975,PF03797
Q1K3G2_DESA6,748,995,PF03797
R5R6B6_9PROT,331,568,PF03797
R5RCK2_9PROT,56,291,PF03797
R6J8G7_9PROT,224,465,PF03797
R6IUB7_9PROT,658,899,PF03797
R5XQY7_9PROT,712,953,PF03797
A0A077FB96_9PSED,593,838,PF03797
A4V7P3_PSEFS,602,846,PF03797
A0A0C5WTQ9_9GAMM,458,713,PF03797
A9ML72_SALAR,464,722,PF03797
Q0WIL1_YERPE,450,708,PF03797
B4F1D6_PROMH,444,701,PF03797
C5B904_EDWI9,419,676,PF03797
B6WY05_9DELT,61,309,PF03797
B2UQJ0_AKKM8,541,795,PF03797
D1Y2I2_9BACT,64,311,PF03797
R5E2A9_9BURK,77,320,PF03797
R7C2Q1_9BURK,68,301,PF03797
H3KBA9_9BURK,242,473,PF03797
H3KES5_9BURK,759,989,PF03797
Q9ZEC5_RICPR,70,327,PF03797
Q9ZE66_RICPR,71,321,PF03797
H8K6A8_RICAG,52,324,PF03797
W0L421_9GAMM,370,620,PF03797
Q6AJA2_DESPS,377,625,PF03797
A0A024HF42_PSEKB,372,621,PF03797
I4N410_9PSED,371,620,PF03797
M4WTK5_9PSED,372,620,PF03797
W8QVL0_PSEST,380,633,PF03797
A0A077F2Q1_9PSED,362,614,PF03797
A0A077LJB1_9PSED,373,625,PF03797
W0HFT8_PSECI,370,622,PF03797
ESTA_PSEAE,373,626,PF03797
A0A024HQ86_PSEKB,366,618,PF03797
M4XMK0_9PSED,363,615,PF03797
A0A089YBI3_9PSED,362,614,PF03797
ESTP_PSEPK,357,609,PF03797
Q7NZC4_CHRVO,442,691,PF03797
D4GGC6_PANAM,390,638,PF03797
D8MLP6_ERWBE,394,643,PF03797
H9L479_SALTY,389,635,PF03797
W0L976_9GAMM,392,641,PF03797
L0MCC7_9GAMM,392,641,PF03797
A0A0F3L2V8_9GAMM,326,577,PF03797
A0A023NY75_9GAMM,402,653,PF03797
I4WA15_9GAMM,327,577,PF03797
I4VQP6_9GAMM,383,634,PF03797
I4VXU4_9GAMM,344,596,PF03797
V2UMA4_9GAMM,342,594,PF03797
Q6AIV7_DESPS,363,611,PF03797
E1QHI9_DESB2,344,592,PF03797
H0PRM9_9RHOO,340,588,PF03797
Q9PF97_XYLFA,335,581,PF03797
A5WHX6_PSYWF,355,608,PF03797
A5FVP6_ACICJ,691,938,PF03797
Q5H092_XANOR,645,890,PF03797
U3U7J0_9ENTR,85,340,PF03797
G7LQD1_9GAMM,719,974,PF03797
A0A0F3K966_9GAMM,668,919,PF03797
A0A023NUV2_9GAMM,671,922,PF03797
I4WVJ8_9GAMM,678,929,PF03797
I4VNT2_9GAMM,675,926,PF03797
I4W3Z3_9GAMM,672,923,PF03797
Q5H1N5_XANOR,679,922,PF03797
E6WTH9_PSEUU,617,859,PF03797
C7N954_LEPBD,689,938,PF03797
C7NDX0_LEPBD,686,942,PF03797
Q7VLW7_HAEDU,352,610,PF03797
D1ARS7_SEBTE,638,891,PF03797
C6JM90_FUSVA,656,906,PF03797
C6JIU6_FUSVA,654,904,PF03797
H1D9Z4_9FUSO,198,446,PF03797
Q8R6D6_FUSNN,666,909,PF03797
C3WC75_FUSMR,727,970,PF03797
H1D8N7_9FUSO,138,381,PF03797
D1AMH2_SEBTE,631,884,PF03797
D1AG52_SEBTE,651,904,PF03797
D1AJW3_SEBTE,635,888,PF03797
C4K7E0_HAMD5,552,804,PF03797
G0A944_COLFT,709,962,PF03797
G0AB67_COLFT,678,931,PF03797
A4G1S3_HERAR,657,916,PF03797
F7QQD9_9BRAD,638,874,PF03797
A3JMH2_9RHOB,146,370,PF03797
A4W5M7_ENT38,720,968,PF03797
W0LG66_9GAMM,75,310,PF03797
Q0KB95_CUPNH,16,264,PF03797
Q2KVL9_BORA1,671,914,PF03797
D2TI93_CITRI,724,982,PF03797
A0A0A2W5D3_BEABA,254,509,PF03797
J7SLD5_MORMO,593,853,PF03797
C6JIE8_FUSVA,579,836,PF03797
D1APN5_SEBTE,591,847,PF03797
A8AL56_CITK8,632,887,PF03797
D4GLY6_PANAM,707,964,PF03797
D2TK44_CITRI,606,863,PF03797
YDEU_ECOLI,185,445,PF03797
C4K3A2_HAMD5,436,693,PF03797
Q9CKA8_PASMU,579,829,PF03797
R7I8S1_9BURK,43,301,PF03797
R7IP19_9BURK,713,970,PF03797
A9ML95_SALAR,528,783,PF03797
A0A0A1AY71_9GAMM,665,901,PF03797
Q9F286_YERPE,723,973,PF03797
D2THS5_CITRI,688,948,PF03797
D2TGE8_CITRI,686,934,PF03797
A7MJC8_CROS8,589,838,PF03797
G4CFE2_9NEIS,636,875,PF03797
A0A0F5EWT1_AVIPA,100,348,PF03797
G2DLN0_9NEIS,712,960,PF03797
C3X8D1_OXAFO,593,851,PF03797
H2IPN7_RAHAC,151,395,PF03797
V5SHV7_9RHIZ,537,791,PF03797
H0HLN6_9RHIZ,155,414,PF03797
D2TST2_CITRI,653,925,PF03797
A0A1C9VJX1_9BURK,345,590,PF03797
V5ULQ7_9BURK,520,768,PF03797
A0A0A2W3C9_BEABA,725,973,PF03797
G0ACD0_COLFT,635,883,PF03797
Q7VYJ2_BORPE,596,843,PF03797
A0A0F5FJR4_9RHIZ,629,875,PF03797
A0A0F5Q9H3_9RHIZ,667,914,PF03797
B9JP23_AGRRK,657,904,PF03797
A6X4K3_OCHA4,639,886,PF03797
A0A0M3BMF3_9RHIZ,648,895,PF03797
Q7D396_AGRFC,651,898,PF03797
E8TAG6_MESCW,659,906,PF03797
G6YA30_9RHIZ,608,855,PF03797
Q88ID0_PSEPK,553,802,PF03797
A0A089ZQF4_9PSED,672,920,PF03797
W0H9Z9_PSECI,606,854,PF03797
Q881W9_PSESM,656,904,PF03797
Q88FN2_PSEPK,89,335,PF03797
A0A077FE50_9PSED,91,337,PF03797
J1SZ60_9RHIZ,435,691,PF03797
H0TQW2_9BRAD,432,687,PF03797
A0A0F3K195_9GAMM,567,816,PF03797
I9BR00_9RALS,47,288,PF03797
J1K1Q4_9RHIZ,721,971,PF03797
J2L3N5_9RHIZ,594,845,PF03797
Q79GS1_BORPE,633,882,PF03797
D3UYI5_XENBS,716,960,PF03797
V4JMV0_9GAMM,39,285,PF03797
F2LJ31_BURGS,487,724,PF03797
R5XZJ3_9PROT,746,987,PF03797
R5R743_9PROT,222,463,PF03797
R6J4S4_9PROT,492,733,PF03797
R5QMK1_9PROT,415,656,PF03797
R6I0N7_9PROT,469,705,PF03797
E5Y6V5_BILWA,552,804,PF03797
C3X9R4_OXAFO,274,518,PF03797
C3X898_OXAFO,518,761,PF03797
J2LRW4_9BURK,182,422,PF03797
Q7NWV1_CHRVO,596,836,PF03797
V5UHF0_9BURK,465,705,PF03797
V5UMX5_9BURK,485,726,PF03797
I4MV84_9PSED,517,758,PF03797
A0A089YRV7_9PSED,455,695,PF03797
I4MV83_9PSED,461,701,PF03797
A0A0M9GGR9_9PSED,493,734,PF03797
W0H7K9_PSECI,493,733,PF03797
A0A077LK11_9PSED,316,556,PF03797
A0A089WSL4_9PSED,457,698,PF03797
Q88LP9_PSEPK,468,709,PF03797
A0A077LQV9_9PSED,444,683,PF03797
C3KDS9_PSEFS,487,729,PF03797
A0A0N0E407_9PSED,485,727,PF03797
W0HBF9_PSECI,325,566,PF03797
Q883X2_PSESM,511,752,PF03797
D8MWQ8_ERWBE,320,558,PF03797
H2IU37_RAHAC,637,875,PF03797
A0A097R4T1_HAFAL,658,896,PF03797
YAIT_ECOLI,710,947,PF03797
A0A0G3QDW8_KLUIN,688,925,PF03797
A9MRJ9_SALAR,610,850,PF03797
Q32HY9_SHIDS,423,663,PF03797
G2H1M3_9ENTR,89,331,PF03797
A9MS35_SALAR,510,749,PF03797
M1S6U1_MORMO,663,900,PF03797
Q9F290_YERPE,383,617,PF03797
J7TDP9_MORMO,580,820,PF03797
A1US74_BARBK,554,794,PF03797
A1US75_BARBK,540,779,PF03797
D2TK13_CITRI,676,916,PF03797
Q7CJH7_YERPE,497,738,PF03797
X2H8M9_9NEIS,332,578,PF03797
J7TGF5_MORMO,693,934,PF03797
YCGV_ECOLI,694,935,PF03797
D2TTW2_CITRI,684,925,PF03797
A0A0C2ND99_THEKT,20,259,PF03797
A0A0A1B8V1_9GAMM,658,899,PF03797
Q4KAJ7_PSEF5,720,960,PF03797
Q79GN7_BORPE,653,894,PF03797
BRKA_BORPE,749,989,PF03797
Q79GX8_BORPE,386,626,PF03797
PERT_BORPE,649,889,PF03797
G4Q4B0_ACIIR,167,403,PF03797
R7KTF2_9BURK,467,700,PF03797
C3WC89_FUSMR,514,749,PF03797
H3KF25_9BURK,627,856,PF03797
R7KKY3_9BURK,713,949,PF03797
K1JH77_9BURK,397,630,PF03797
K1KGW6_9BURK,516,743,PF03797
K1K0E9_9BURK,437,663,PF03797
R7KHG0_9BURK,444,670,PF03797
K1JL38_9BURK,547,773,PF03797
R7KRQ4_9BURK,470,704,PF03797
K1JJ32_9BURK,636,870,PF03797
K1JEV1_9BURK,409,643,PF03797
R7KH82_9BURK,426,657,PF03797
H3KCM4_9BURK,113,350,PF03797
H3KCM7_9BURK,499,736,PF03797
R5PQG1_9BURK,502,730,PF03797
R7KFJ6_9BURK,474,701,PF03797
R7KRX6_9BURK,559,786,PF03797
R5QAE1_9BURK,482,716,PF03797
R5PYP9_9BURK,163,397,PF03797
R5Q7N1_9BURK,577,805,PF03797
H3KF77_9BURK,467,695,PF03797
K1JR40_9BURK,614,841,PF03797
R7KHF9_9BURK,712,944,PF03797
G4Q4A7_ACIIR,616,845,PF03797
H3KIC1_9BURK,44,273,PF03797
D1BQB3_VEIPT,72,306,PF03797
D1BR51_VEIPT,482,719,PF03797
D1BNP4_VEIPT,488,726,PF03797
R7PSL4_9FIRM,266,504,PF03797
B8F4Z5_HAEPS,607,837,PF03797
R7KJV2_9BURK,564,801,PF03797
R5PQY7_9BURK,517,759,PF03797
B8F6K9_HAEPS,524,759,PF03797
Q9XXM2_CAEEL,9,194,PF01467
NMNA2_CAEEL,7,195,PF01467
NMA1_YEAST,169,361,PF01467
NMNA3_MOUSE,10,207,PF01467
NADM_SYNY3,9,145,PF01467
COAD_AQUAE,6,134,PF01467
COAD_TREPA,4,133,PF01467
COAD_ALLVD,5,134,PF01467
COAD_BACSU,6,135,PF01467
COAD_SYNE7,4,133,PF01467
COAD_SYNY3,4,133,PF01467
COAD_MYCLE,5,133,PF01467
COAD_ECOLI,6,135,PF01467
COAD_HAEIN,5,134,PF01467
COAD_HELPY,6,135,PF01467
COAD_METTH,9,143,PF01467
COAD_YEAST,146,289,PF01467
COAD_ARCFU,4,139,PF01467
COAD_PYRHO,8,145,PF01467
COAD_METJA,4,137,PF01467
O66572_AQUAE,23,149,PF01467
HLDE_HAEIN,344,470,PF01467
Q0KFD1_CUPNH,32,159,PF01467
RIBL_PYRHO,10,141,PF01467
RIBL_METTH,5,137,PF01467
RIBL_METJA,6,137,PF01467
RIBL_ARCFU,1,129,PF01467
O67380_AQUAE,9,129,PF01467
TARD_STAA8,5,125,PF01467
TAGD_BACSU,5,125,PF01467
Q18524_CAEEL,21,191,PF01467
PCY1_SCHPO,105,233,PF01467
PCY1_YEAST,107,235,PF01467
PCY1_CAEEL,84,212,PF01467
PCY1A_HUMAN,80,208,PF01467
CCT2_ARATH,24,154,PF01467
ECT1_YEAST,11,141,PF01467
PCY2_RAT,26,152,PF01467
E7FFQ2_DANRE,723,973,PF05236
I3KPC9_ORENI,575,820,PF05236
H2L3K0_ORYLA,605,850,PF05236
F7EHC8_XENTR,534,780,PF05236
H0UW54_CAVPO,586,828,PF05236
G1PVA9_MYOLU,499,743,PF05236
U3I7K9_ANAPL,493,741,PF05236
G1KA85_ANOCA,600,840,PF05236
V8PJL5_OPHHA,553,793,PF05236
W5MGZ3_LEPOC,596,844,PF05236
I3JJV8_ORENI,483,731,PF05236
G3NEU9_GASAC,420,666,PF05236
F1MMS1_BOVIN,382,630,PF05236
H2TWF2_TAKRU,390,638,PF05236
G3P6F4_GASAC,373,619,PF05236
I3KWV8_ORENI,407,653,PF05236
G3PQM9_GASAC,391,639,PF05236
H2M8N2_ORYLA,617,857,PF05236
H2RT50_TAKRU,514,763,PF05236
H3D4Z0_TETNG,401,649,PF05236
W4XKE1_STRPU,729,985,PF05236
D6WBP3_TRICA,486,728,PF05236
A0A212EQJ8_DANPL,686,929,PF05236
H9J304_BOMMO,664,908,PF05236
A4V201_DROME,605,848,PF05236
Q177Z6_AEDAE,263,506,PF05236
E0VZS5_PEDHC,676,918,PF05236
T1I5P6_RHOPR,767,1015,PF05236
B7Q4N4_IXOSC,208,450,PF05236
T1K318_TETUR,429,680,PF05236
K1RCI1_CRAGI,298,543,PF05236
T1FTH5_HELRO,544,819,PF05236
A0A0D2WR67_CAPO3,190,452,PF05236
M0SNT6_MUSAM,533,830,PF05236
M0SKQ5_MUSAM,574,867,PF05236
W1NU21_AMBTC,662,960,PF05236
TAF4B_ARATH,537,850,PF05236
M4EMP1_BRARP,541,789,PF05236
D7KBU1_ARALL,454,706,PF05236
TAF4_ARATH,463,712,PF05236
K4BUP2_SOLLC,622,920,PF05236
K7KI24_SOYBN,610,904,PF05236
K7M5P3_SOYBN,628,925,PF05236
B9GNQ9_POPTR,71,368,PF05236
B9R722_RICCO,615,914,PF05236
B9S3E1_RICCO,582,871,PF05236
F6GZN3_VITVI,617,915,PF05236
K4A5I4_SETIT,609,902,PF05236
I1GQP3_BRADI,540,832,PF05236
I1PCN0_ORYGL,485,769,PF05236
J3LQ37_ORYBR,535,819,PF05236
I1P2Q6_ORYGL,422,717,PF05236
H2Z376_CIOSA,119,363,PF05236
C7M7Z9_CAPOD,10,347,PF14897
A5G608_GEOUR,41,362,PF14897
C6X1R8_FLAB3,21,351,PF14897
A6L9H3_PARD8,32,354,PF14897
D3SAJ3_THISK,38,360,PF14897
Q5L9T0_BACFN,34,354,PF14897
Q1QWW7_CHRSD,27,347,PF14897
Q0A657_ALKEH,27,342,PF14897
A6QAG6_SULNB,27,344,PF14897
E3I7S4_RHOVT,25,342,PF14897
Q8DJL9_THEEB,21,349,PF14897
G8PTM7_PSEUV,31,346,PF14897
A7HKI9_FERNB,29,353,PF14897
E0RX92_BUTPB,42,359,PF14897
Q39W09_GEOMG,33,369,PF14897
D5EVG6_PRER2,7,324,PF14897
F5WT29_ERYRF,24,344,PF14897
E0SFU5_DICD3,23,330,PF14897
Q6FFU5_ACIAD,13,316,PF14897
F0R6C6_BACSH,27,352,PF14897
Q8A831_BACTN,29,353,PF14897
C6WZX9_FLAB3,31,373,PF14897
F0NZQ8_WEEVC,30,359,PF14897
E6UEJ4_RUMA7,36,384,PF14897
E4RXS3_LEAB4,31,353,PF14897
E3HB27_ILYPC,34,350,PF14897
A0KM85_AERHH,26,353,PF14897
Q6AIA7_DESPS,40,375,PF14897
